name,id,price,size,qA,available
Ex-Boyfriend / Cam Wash,12227321528343,7050,31,0,True
Ex-Boyfriend / Cam Wash,12227321561111,7050,32,-1,True
90's Baby / Joey Wash,12619487182871,7350,24,15,True
90's Baby / Joey Wash,12619487215639,7350,25,12,True
90's Baby / Joey Wash,12619487248407,7350,26,14,True
90's Baby / Joey Wash,12619487281175,7350,27,6,True
90's Baby / Joey Wash,12619487313943,7350,28,16,True
90's Baby / Joey Wash,12619487346711,7350,29,13,True
90's Baby / Joey Wash,12619487379479,7350,30,13,True
90's Baby / Joey Wash,12619487412247,7350,31,11,True
90's Baby / Joey Wash,12619487445015,7350,32,9,True
Venus Crops / Optical White,39098995532,6600,24,25,True
Venus Crops / Optical White,39098995596,6600,25,11,True
Venus Crops / Optical White,39098995660,6600,26,18,True
Venus Crops / Optical White,39098995724,6600,27,12,True
Venus Crops / Optical White,39098995788,6600,28,8,True
Venus Crops / Optical White,39098995852,6600,29,16,True
Venus Crops / Optical White,39098995916,6600,30,6,True
Venus Crops / Optical White,39098995980,6600,31,5,True
Venus Crops / Optical White,43739930508,6600,32,5,True
90's Baby / Rachel Wash,12619437932567,6600,24,4,True
90's Baby / Rachel Wash,12619437965335,6600,25,0,False
90's Baby / Rachel Wash,12619437998103,6600,26,-1,False
90's Baby / Rachel Wash,12619438030871,6600,27,0,False
90's Baby / Rachel Wash,12619438063639,6600,28,-1,False
90's Baby / Rachel Wash,12619438096407,6600,29,0,False
90's Baby / Rachel Wash,12619438129175,6600,30,4,True
90's Baby / Rachel Wash,12619438161943,6600,31,3,True
90's Baby / Rachel Wash,12619438194711,6600,32,0,False
Farrah / Midnight Wash,7429495685143,7050,24,0,False
Farrah / Midnight Wash,7429495717911,7050,25,0,False
Farrah / Midnight Wash,7429495750679,7050,26,0,False
Farrah / Midnight Wash,7429495783447,7050,27,0,False
Farrah / Midnight Wash,7429495816215,7050,28,0,False
Farrah / Midnight Wash,7429495848983,7050,29,0,False
Farrah / Midnight Wash,7429495881751,7050,30,3,True
Farrah / Midnight Wash,7429495914519,7050,31,0,False
Farrah / Midnight Wash,7429495947287,7050,32,0,False
The Westside,6982363381783,7350,24,0,False
The Westside,6982363414551,7350,25,0,False
The Westside,6982363447319,7350,26,0,False
The Westside,6982363480087,7350,27,0,False
The Westside,6982363512855,7350,28,0,False
The Westside,6982363545623,7350,29,0,False
The Westside,6982363578391,7350,30,0,False
The Westside,6982363611159,7350,31,3,True
The Westside,6982363643927,7350,32,0,False
Triple Threat,6945253359639,8850,24,1,True
Triple Threat,6945253392407,8850,25,5,True
Triple Threat,6945253425175,8850,26,0,False
Triple Threat,6945253457943,8850,27,5,True
Triple Threat,6945253490711,8850,28,1,True
Triple Threat,6945253523479,8850,29,2,True
Triple Threat,6945253556247,8850,30,0,False
Triple Threat,6945253589015,8850,31,0,False
Triple Threat,6945253621783,8850,32,0,False
Malibu Cutoffs / Zuma Wash,12210069471255,5850,24,6,True
Malibu Cutoffs / Zuma Wash,12210069504023,5850,25,9,True
Malibu Cutoffs / Zuma Wash,12210069536791,5850,26,16,True
Malibu Cutoffs / Zuma Wash,12210069569559,5850,27,9,True
Malibu Cutoffs / Zuma Wash,12210069602327,5850,28,28,True
Malibu Cutoffs / Zuma Wash,12210069635095,5850,29,19,True
Malibu Cutoffs / Zuma Wash,12210069667863,5850,30,20,True
Malibu Cutoffs / Zuma Wash,12210069700631,5850,31,20,True
Malibu Cutoffs / Zuma Wash,12210069733399,5850,32,21,True
Heaven Crops,39499195020,5850,29,0,False
Heaven Crops,39499195084,5850,30,2,True
Heaven Crops,39499195148,5850,31,0,False
Venus Crops / Manhattan Wash,12335103639575,7350,24,7,True
Venus Crops / Manhattan Wash,12335103672343,7350,25,0,False
Venus Crops / Manhattan Wash,12335103705111,7350,26,10,True
Venus Crops / Manhattan Wash,12335103737879,7350,27,9,True
Venus Crops / Manhattan Wash,12335103770647,7350,28,3,True
Venus Crops / Manhattan Wash,12335103803415,7350,29,13,True
Venus Crops / Manhattan Wash,12335103836183,7350,30,2,True
Venus Crops / Manhattan Wash,12335103868951,7350,31,9,True
Venus Crops / Manhattan Wash,12335103901719,7350,32,8,True
Dream Fit / XOXO,7180133498903,6600,24,27,True
Dream Fit / XOXO,7180315459607,6600,25,24,True
Dream Fit / XOXO,7180315492375,6600,26,30,True
Dream Fit / XOXO,7180315525143,6600,27,34,True
Dream Fit / XOXO,7180315557911,6600,28,18,True
Dream Fit / XOXO,7180315590679,6600,29,18,True
Dream Fit / XOXO,7180315623447,6600,30,9,True
Dream Fit / XOXO,7180315656215,6600,31,8,True
Dream Fit / XOXO,7180315688983,6600,32,9,True
Heaven Flares,39165245580,7350,24,14,True
Heaven Flares,39165245644,7350,25,12,True
Heaven Flares,39165245708,7350,26,20,True
Heaven Flares,39165245772,7350,27,1,True
Heaven Flares,39165245836,7350,28,18,True
Heaven Flares,39165245900,7350,29,9,True
Heaven Flares,39165245964,7350,30,18,True
Heaven Flares,39165246028,7350,31,0,True
Heaven Flares,39165246092,7350,32,2,True
Yin Yang Crops / B&W,3386438156311,6600,24,2,True
Yin Yang Crops / B&W,3386438189079,6600,25,1,True
Yin Yang Crops / B&W,3386438221847,6600,26,0,False
Yin Yang Crops / B&W,3386438254615,6600,27,0,False
Yin Yang Crops / B&W,3386438287383,6600,28,0,False
Yin Yang Crops / B&W,3386438320151,6600,29,0,False
Yin Yang Crops / B&W,3386438352919,6600,30,0,False
Yin Yang Crops / B&W,3386438385687,6600,31,3,True
Yin Yang Crops / B&W,3386438418455,6600,32,4,True
Venus Flares / Montauk Wash,7459786326039,7350,24,-21,True
Venus Flares / Montauk Wash,7459786358807,7350,25,-30,True
Venus Flares / Montauk Wash,7459786391575,7350,26,-44,True
Venus Flares / Montauk Wash,7459786424343,7350,27,-34,True
Venus Flares / Montauk Wash,7459786457111,7350,28,-41,True
Venus Flares / Montauk Wash,7459786489879,7350,29,-18,True
Venus Flares / Montauk Wash,7459786522647,7350,30,-12,True
Venus Flares / Montauk Wash,7459786555415,7350,31,-9,True
Venus Flares / Montauk Wash,7459786588183,7350,32,-10,True
Uptown / Valley Girl,4223345066007,7050,24,0,False
Uptown / Valley Girl,4223345098775,7350,25,-1,False
Uptown / Valley Girl,4223345131543,7350,26,0,False
Uptown / Valley Girl,4223345164311,7350,27,0,False
Uptown / Valley Girl,4223345197079,7350,28,-8,False
Uptown / Valley Girl,4223345229847,7350,29,-1,False
Uptown / Valley Girl,4223345262615,7350,30,0,False
Uptown / Valley Girl,4223345295383,7350,31,0,False
Uptown / Valley Girl,4223345328151,7350,32,0,False
Venus Flares / Optical White,35516923148,6600,24,0,True
Venus Flares / Optical White,35516923212,6600,25,-1,True
Venus Flares / Optical White,35516923276,6600,26,-10,True
Venus Flares / Optical White,35516923340,6600,27,-5,True
Venus Flares / Optical White,35516923404,6600,28,-4,True
Venus Flares / Optical White,35516923468,6600,29,-1,True
Venus Flares / Optical White,35516923532,6600,30,3,True
Venus Flares / Optical White,35516923596,6600,31,4,True
Venus Flares / Optical White,35516923660,6600,32,3,True
Heaven Shorts / Celestial Wash,36347132236,5250,24,7,True
Heaven Shorts / Celestial Wash,36347132300,5250,25,3,True
Heaven Shorts / Celestial Wash,36347132364,5250,26,-24,False
Heaven Shorts / Celestial Wash,36347132428,5250,27,-22,False
Heaven Shorts / Celestial Wash,36347132492,5250,28,-21,False
Heaven Shorts / Celestial Wash,36347132556,5250,29,-15,False
Heaven Shorts / Celestial Wash,36347132620,5250,30,-11,True
Heaven Shorts / Celestial Wash,40051049548,5250,31,0,False
Heaven Shorts / Celestial Wash,40051058764,5250,32,2,True
Uptown / Almost Famous,6950158565399,7350,24,-7,True
Uptown / Almost Famous,6950158598167,7350,25,-11,True
Uptown / Almost Famous,6950158630935,7350,26,-18,True
Uptown / Almost Famous,6950158663703,7350,27,-10,True
Uptown / Almost Famous,6950158696471,7350,28,-11,True
Uptown / Almost Famous,6950158729239,7350,29,-5,True
Uptown / Almost Famous,6950158762007,7350,30,-2,True
Uptown / Almost Famous,6950158794775,7350,31,-2,True
Uptown / Almost Famous,6950158827543,7350,32,-4,True
Blair Flare / Luxury Blue Wash,33978608396,7050,24,5,True
Blair Flare / Luxury Blue Wash,33978608460,7050,25,14,True
Blair Flare / Luxury Blue Wash,33978608524,7050,26,0,False
Blair Flare / Luxury Blue Wash,33978608588,7050,27,0,False
Blair Flare / Luxury Blue Wash,33978608652,7050,28,-1,False
Blair Flare / Luxury Blue Wash,33978608716,7050,29,0,False
Blair Flare / Luxury Blue Wash,33978608780,7050,30,0,False
Blair Flare / Luxury Blue Wash,33978608844,7050,31,0,False
Blair Flare / Luxury Blue Wash,33978608908,7050,32,0,False
Yin Yang Skirt / B&W,3386634666007,5100,XS,-142,True
Yin Yang Skirt / B&W,3386634698775,5100,S,-178,True
Yin Yang Skirt / B&W,3386634731543,5100,M,-155,True
Yin Yang Skirt / B&W,3386634797079,5100,L,-75,True
Two Toned Venus Flares Special Edition,40771234316,7350,24,-8,True
Two Toned Venus Flares Special Edition,40771234380,7350,25,-5,True
Two Toned Venus Flares Special Edition,40771234444,7350,26,-8,True
Two Toned Venus Flares Special Edition,40771234572,7350,27,-9,True
Two Toned Venus Flares Special Edition,40771234636,7350,28,-12,True
Two Toned Venus Flares Special Edition,40771234764,7350,29,-5,True
Two Toned Venus Flares Special Edition,40771234828,7350,30,-5,True
Two Toned Venus Flares Special Edition,40771235020,7350,31,-3,True
Two Toned Venus Flares Special Edition,40771235084,7350,32,-3,True
Venus Flares / Jet Black Wash,35517227532,6600,24,-2,True
Venus Flares / Jet Black Wash,35517227596,6600,25,-3,True
Venus Flares / Jet Black Wash,35517227660,6600,26,-1,True
Venus Flares / Jet Black Wash,35517227724,6600,27,-11,True
Venus Flares / Jet Black Wash,35517227788,6600,28,-4,True
Venus Flares / Jet Black Wash,35517227852,6600,29,-2,True
Venus Flares / Jet Black Wash,35517227916,6600,30,-1,True
Venus Flares / Jet Black Wash,35517227980,6600,31,-1,True
Venus Flares / Jet Black Wash,35517228044,6600,32,0,True
Sunset Bells,115711213591,7350,24,1,True
Sunset Bells,115711246359,7350,25,1,True
Sunset Bells,115711279127,7350,26,-18,True
Sunset Bells,115711311895,7350,27,2,True
Sunset Bells,115711344663,7350,28,-13,True
Sunset Bells,115711377431,7350,29,-18,True
Sunset Bells,115711410199,7350,30,-15,True
Sunset Bells,115711442967,7350,31,2,True
Sunset Bells,115711475735,7350,32,-4,True
Boogie Bells / Ocean Wash,24168839046,7350,24,5,True
Boogie Bells / Ocean Wash,24168839110,7350,25,11,True
Boogie Bells / Ocean Wash,24168839174,7350,26,18,True
Boogie Bells / Ocean Wash,24168839238,7350,27,17,True
Boogie Bells / Ocean Wash,24168839430,7350,28,21,True
Boogie Bells / Ocean Wash,24168839494,7350,29,8,True
Boogie Bells / Ocean Wash,29482524812,7350,30,5,True
Boogie Bells / Ocean Wash,29482531724,7350,31,3,True
Boogie Bells / Ocean Wash,29482534796,7350,32,4,True
Farrah / Angel Blue Wash,42821243532,7050,24,5,True
Farrah / Angel Blue Wash,42821243660,7050,25,23,True
Farrah / Angel Blue Wash,42821243724,7050,26,23,True
Farrah / Angel Blue Wash,42821243852,7050,27,9,True
Farrah / Angel Blue Wash,42821243980,7050,28,8,True
Farrah / Angel Blue Wash,42821244044,7050,29,15,True
Farrah / Angel Blue Wash,42821244172,7050,30,8,True
Farrah / Angel Blue Wash,42821244236,7050,31,5,True
Farrah / Angel Blue Wash,42821244364,7050,32,6,True
Ziggy Shorts,43289038732,5100,24,9,True
Ziggy Shorts,43289038796,5100,25,11,True
Ziggy Shorts,43289038860,5100,26,16,True
Ziggy Shorts,43289038924,5100,27,14,True
Ziggy Shorts,43289038988,5100,28,29,True
Ziggy Shorts,43289039052,5100,29,20,True
Ziggy Shorts,43289039116,5100,30,6,True
Ziggy Shorts,43289039180,5100,31,13,True
Ziggy Shorts,43289039244,5100,32,0,False
Lolita Crops / Galaxy Wash,7597470220311,5850,24,0,False
Lolita Crops / Galaxy Wash,24657775750,5850,25,0,False
Lolita Crops / Galaxy Wash,24657775814,5850,26,0,False
Lolita Crops / Galaxy Wash,24657775878,5850,27,0,False
Lolita Crops / Galaxy Wash,12404083621911,5850,29,0,False
Imagine Crops / Blue Shadow,35517789260,7050,24,0,False
Imagine Crops / Blue Shadow,35517789324,7050,25,0,False
Imagine Crops / Blue Shadow,35517789388,7050,26,0,False
Imagine Crops / Blue Shadow,35517789452,7050,27,0,False
Imagine Crops / Blue Shadow,35517789516,7050,28,0,False
Imagine Crops / Blue Shadow,35517789580,7050,29,0,False
Imagine Crops / Blue Shadow,35517789644,7050,30,2,True
Imagine Crops / Blue Shadow,35517789708,7050,31,0,False
Imagine Crops / Blue Shadow,35517789772,7050,32,0,False
Uptown / Hello Lover Old Stone Wash,37027864204,6600,24,0,False
Uptown / Hello Lover Old Stone Wash,37027864268,6600,25,0,False
Uptown / Hello Lover Old Stone Wash,37027864332,6600,26,0,False
Uptown / Hello Lover Old Stone Wash,37027864396,6600,27,5,True
Uptown / Hello Lover Old Stone Wash,37027864524,6600,28,6,True
Uptown / Hello Lover Old Stone Wash,37027864588,6600,29,2,True
Uptown / Hello Lover Old Stone Wash,37027864652,6600,30,3,True
Uptown / Hello Lover Old Stone Wash,37027864716,6600,31,0,False
Feeling Thorny Tee,40387863884,2400,ONE SIZE,76,True
Ex-Boyfriend / Harlow Wash,12470018736151,7350,24,-27,True
Ex-Boyfriend / Harlow Wash,12470018768919,7350,25,-42,True
Ex-Boyfriend / Harlow Wash,12470018801687,7350,26,-11,True
Ex-Boyfriend / Harlow Wash,12470018834455,7350,27,-90,True
Ex-Boyfriend / Harlow Wash,12470018867223,7350,28,-99,True
Ex-Boyfriend / Harlow Wash,12470018899991,7350,29,-58,True
Ex-Boyfriend / Harlow Wash,12470018932759,7350,30,-23,True
Ex-Boyfriend / Harlow Wash,12470018965527,7350,31,1,True
Ex-Boyfriend / Harlow Wash,12470018998295,7350,32,-4,True
Ziggy Crops,2847795445783,7050,24,19,True
Ziggy Crops,2847795478551,7050,25,-2,False
Ziggy Crops,2847795544087,7050,26,0,False
Ziggy Crops,2847795609623,7050,27,0,False
Ziggy Crops,2847795675159,7050,28,0,False
Ziggy Crops,2847795707927,7050,29,0,False
Ziggy Crops,2847795740695,7050,30,2,True
Ziggy Crops,2847795773463,7050,31,4,True
Ziggy Crops,2847795806231,7050,32,4,True
Uptown / Roadtrip Wash,41301225100,6600,24,0,False
Uptown / Roadtrip Wash,41301225164,6600,25,0,False
Uptown / Roadtrip Wash,41301225228,6600,26,0,False
Uptown / Roadtrip Wash,41301225292,6600,27,0,False
Uptown / Roadtrip Wash,41301225356,6600,28,2,True
Uptown / Roadtrip Wash,41301225420,6600,29,11,True
Uptown / Roadtrip Wash,41301225484,6600,30,0,False
Uptown / Roadtrip Wash,41301225548,6600,31,0,False
Uptown / Roadtrip Wash,7023035940887,6600,32,2,True
Burn the Bras Tee,8894039427,2850,XS/S,133,True
Yin Yang Shorts / Tokyo Wash,12354592604183,5400,23,0,False
Yin Yang Shorts / Tokyo Wash,4387819421719,5400,24,-140,True
Yin Yang Shorts / Tokyo Wash,4387819454487,5400,25,-244,True
Yin Yang Shorts / Tokyo Wash,4387819487255,5400,26,-334,True
Yin Yang Shorts / Tokyo Wash,4387819520023,5400,27,-353,True
Yin Yang Shorts / Tokyo Wash,4387819552791,5400,28,-323,True
Yin Yang Shorts / Tokyo Wash,4387819585559,5400,29,-167,True
Yin Yang Shorts / Tokyo Wash,4387819618327,5400,30,-93,True
Yin Yang Shorts / Tokyo Wash,4387819651095,5400,31,-64,True
Yin Yang Shorts / Tokyo Wash,4387819683863,5400,32,-12,False
Debbie Does Disco / Maliblue Wash,30863626188,9225,24,5,True
Debbie Does Disco / Maliblue Wash,30863626252,9225,25,1,True
Debbie Does Disco / Maliblue Wash,30863626316,9225,26,0,False
Debbie Does Disco / Maliblue Wash,30863626444,9225,27,0,False
Debbie Does Disco / Maliblue Wash,30863626508,9225,28,3,True
Debbie Does Disco / Maliblue Wash,30863626636,9225,29,6,True
Debbie Does Disco / Maliblue Wash,30863626700,9225,30,0,False
Debbie Does Disco / Maliblue Wash,35553989836,9225,31,5,True
Debbie Does Disco / Maliblue Wash,35553992780,9225,32,2,True
Venus Cutoffs / Athena Wash,41793553484,5850,24,-33,True
Venus Cutoffs / Athena Wash,41793553548,5850,25,3,True
Venus Cutoffs / Athena Wash,41793553612,5850,26,-19,True
Venus Cutoffs / Athena Wash,41793553676,5850,27,-23,True
Venus Cutoffs / Athena Wash,41793553740,5850,28,14,True
Venus Cutoffs / Athena Wash,41793553804,5850,29,41,True
Venus Cutoffs / Athena Wash,41793553868,5850,30,-7,True
Venus Cutoffs / Athena Wash,41794158220,5850,31,-1,True
Venus Cutoffs / Athena Wash,41794171084,5850,32,2,True
Venus Crops / Stargazer Wash,2814585405463,7050,24,-30,True
Venus Crops / Stargazer Wash,2816784498711,7050,25,-12,True
Venus Crops / Stargazer Wash,2816784564247,7050,26,-9,True
Venus Crops / Stargazer Wash,2816784629783,7050,27,-8,True
Venus Crops / Stargazer Wash,2816784662551,7050,28,-29,True
Venus Crops / Stargazer Wash,2816784695319,7050,29,-10,True
Venus Crops / Stargazer Wash,2816784728087,7050,30,-9,True
Venus Crops / Stargazer Wash,2816784760855,7050,31,-5,True
Venus Crops / Stargazer Wash,2816784793623,7050,32,-5,True
Mon Amour Crops / Sugar Wash,84043333655,7050,24,0,False
Mon Amour Crops / Sugar Wash,84043366423,7050,25,0,False
Mon Amour Crops / Sugar Wash,84043399191,7050,26,0,False
Mon Amour Crops / Sugar Wash,84043431959,7050,27,-1,False
Mon Amour Crops / Sugar Wash,84043464727,7050,28,-1,False
Mon Amour Crops / Sugar Wash,84043497495,7050,29,0,False
Mon Amour Crops / Sugar Wash,84043530263,7050,30,1,True
Mon Amour Crops / Sugar Wash,84043563031,7050,31,3,True
Mon Amour Crops / Sugar Wash,92850487319,7050,32,4,True
Dream Fit / Blue Division,336358735895,6675,24,-59,True
Dream Fit / Blue Division,336358768663,6675,25,-139,True
Dream Fit / Blue Division,336358801431,6675,26,-146,True
Dream Fit / Blue Division,336358834199,6675,27,-177,True
Dream Fit / Blue Division,336358866967,6675,28,-159,True
Dream Fit / Blue Division,336358899735,6675,29,-103,True
Dream Fit / Blue Division,336358932503,6675,30,-52,True
Dream Fit / Blue Division,336358965271,6675,31,-32,True
Dream Fit / Blue Division,336358998039,6675,32,-27,True
Dream Fit / Sweet Monday Wash,83945029655,6600,24,13,True
Dream Fit / Sweet Monday Wash,83945062423,6600,25,27,True
Dream Fit / Sweet Monday Wash,83945095191,6600,26,35,True
Dream Fit / Sweet Monday Wash,83945127959,6600,27,41,True
Dream Fit / Sweet Monday Wash,83945160727,6600,28,37,True
Dream Fit / Sweet Monday Wash,83945193495,6600,29,45,True
Dream Fit / Sweet Monday Wash,83945226263,6600,30,17,True
Dream Fit / Sweet Monday Wash,83945259031,6600,31,11,True
Dream Fit / Sweet Monday Wash,83945291799,6600,32,6,True
Yin Yang Crops /  Tokyo Wash,12420202692631,6600,23,7,True
Yin Yang Crops /  Tokyo Wash,84043005975,6600,24,19,True
Yin Yang Crops /  Tokyo Wash,84043038743,6600,25,5,True
Yin Yang Crops /  Tokyo Wash,84043071511,6600,26,-37,True
Yin Yang Crops /  Tokyo Wash,84043104279,6600,27,-66,True
Yin Yang Crops /  Tokyo Wash,84043137047,6600,28,-26,True
Yin Yang Crops /  Tokyo Wash,84043169815,6600,29,-19,True
Yin Yang Crops /  Tokyo Wash,84043202583,6600,30,-8,True
Yin Yang Crops /  Tokyo Wash,84043235351,6600,31,6,True
Yin Yang Crops /  Tokyo Wash,92849569815,6600,32,0,False
Venus Crops / Lightyear Wash,43741451532,7050,23,0,False
Venus Crops / Lightyear Wash,24221893958,7050,24,-108,True
Venus Crops / Lightyear Wash,24221894022,7050,25,-227,True
Venus Crops / Lightyear Wash,24221894086,7050,26,-227,True
Venus Crops / Lightyear Wash,24221894150,7050,27,-300,True
Venus Crops / Lightyear Wash,24221894214,7050,28,-254,True
Venus Crops / Lightyear Wash,24221894278,7050,29,-162,True
Venus Crops / Lightyear Wash,24221894342,7050,30,-76,True
Venus Crops / Lightyear Wash,24221894406,7050,31,-41,True
Venus Crops / Lightyear Wash,24221894470,7050,32,-27,True
Venus Neverland,41232901132,7350,24,7,True
Venus Neverland,41232901196,7350,25,15,True
Venus Neverland,41232901260,7350,26,18,True
Venus Neverland,41232901324,7350,27,22,True
Venus Neverland,41232901388,7350,28,25,True
Venus Neverland,41232901452,7350,29,9,True
Venus Neverland,41232901516,7350,30,8,True
Venus Neverland,41232901580,7350,31,4,True
Venus Neverland,41232901644,7350,32,5,True
Uptown / Stardust,36201419276,6600,24,-1,False
Uptown / Stardust,36201419340,6600,25,0,False
Uptown / Stardust,36201419404,6600,26,3,True
Uptown / Stardust,36201419468,6600,27,0,False
Uptown / Stardust,36201419532,6600,28,0,False
Uptown / Stardust,36201419596,6600,29,6,True
Uptown / Stardust,36201419660,6600,30,0,False
Uptown / Stardust,36201419788,6600,31,0,False
Uptown / Stardust,40303394508,6600,32,3,True
Ruby Tuesday,3430789808151,7050,24,0,False
Ruby Tuesday,3430789840919,7050,25,0,False
Ruby Tuesday,3430789873687,7050,26,0,False
Ruby Tuesday,3430789906455,7050,27,0,False
Ruby Tuesday,3430789939223,7050,28,2,True
Ruby Tuesday,3430789971991,7050,29,-2,False
Ruby Tuesday,3430790004759,7050,30,5,True
Ruby Tuesday,3430790037527,7050,31,1,True
Ruby Tuesday,3430790070295,7050,32,0,False
